                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                 1.5578,                 1.5605,                 1.1086,                0.50293,                0.68021,                0.65405,                0.39962,                 1.3674,                 1.5045,                  1.074,              0.0011224,              0.0011224,              0.0011224
                     36,                 1.5181,                 1.6373,                  1.126,                0.51189,                 0.6976,                0.62713,                0.37299,                 1.3919,                 1.4697,                  1.092,              0.0011059,              0.0011059,              0.0011059
                     37,                 1.5342,                 1.4918,                  1.088,                0.39813,                0.58777,                0.52386,                0.26159,                 1.6862,                 1.7416,                 1.2192,              0.0010894,              0.0010894,              0.0010894
                     38,                 1.5337,                 1.5209,                 1.1108,                0.48921,                0.62815,                0.54648,                0.26957,                 1.6891,                 1.6511,                 1.1825,              0.0010729,              0.0010729,              0.0010729
                     39,                 1.5339,                 1.4994,                 1.0734,                 0.4696,                0.74252,                0.56581,                0.33558,                 1.4341,                 1.6205,                 1.1082,              0.0010564,              0.0010564,              0.0010564
                     40,                 1.5747,                 1.5244,                 1.0796,                0.55619,                0.63794,                0.65828,                0.40288,                 1.3954,                 1.4595,                 1.0772,              0.0010399,              0.0010399,              0.0010399
                     41,                 1.4146,                 1.4386,                 1.0624,                 0.6599,                0.69769,                0.69929,                 0.4188,                 1.4646,                 1.4006,                 1.0892,              0.0010234,              0.0010234,              0.0010234
                     42,                  1.493,                 1.5141,                 1.0499,                0.66376,                 0.7268,                 0.7403,                0.39593,                 1.6143,                 1.3913,                 1.1304,              0.0010069,              0.0010069,              0.0010069
                     43,                 1.5342,                  1.485,                 1.1168,                0.48484,                0.80125,                0.63527,                0.38886,                 1.3686,                 1.4689,                  1.075,             0.00099036,             0.00099036,             0.00099036
                     44,                 1.4593,                 1.4747,                 1.0801,                0.56056,                0.72745,                0.66727,                0.40084,                 1.3718,                  1.374,                 1.0681,             0.00097386,             0.00097386,             0.00097386
                     45,                 1.4746,                 1.4097,                 1.0737,                0.44795,                0.74828,                0.65975,                  0.421,                 1.3153,                 1.3932,                 1.0399,             0.00095736,             0.00095736,             0.00095736
                     46,                  1.469,                 1.4357,                 1.0699,                0.55668,                0.75038,                0.66484,                0.39578,                 1.3812,                 1.3094,                 1.0717,             0.00094085,             0.00094085,             0.00094085
                     47,                 1.5074,                 1.4685,                 1.0808,                0.49777,                0.79164,                0.70675,                0.43938,                 1.3444,                 1.4375,                 1.0577,             0.00092435,             0.00092435,             0.00092435
                     48,                 1.4733,                  1.423,                 1.1036,                0.69632,                0.62974,                0.70569,                 0.3928,                 1.5217,                 1.3518,                 1.1054,             0.00090785,             0.00090785,             0.00090785
                     49,                 1.4336,                 1.3792,                 1.0689,                0.58422,                0.61592,                0.63291,                0.34266,                 1.5701,                  1.383,                 1.1318,             0.00089134,             0.00089134,             0.00089134
                     50,                 1.4679,                 1.3884,                 1.0761,                0.54416,                0.72795,                0.69755,                0.43042,                 1.3582,                 1.3583,                 1.0602,             0.00087484,             0.00087484,             0.00087484
                     51,                  1.395,                  1.268,                 1.0266,                0.47234,                 0.8234,                0.68912,                0.44585,                 1.2964,                 1.3822,                 1.0427,             0.00085834,             0.00085834,             0.00085834
                     52,                 1.3682,                  1.345,                 1.0163,                0.67036,                0.69358,                0.70374,                0.41448,                 1.4137,                   1.29,                 1.0765,             0.00084184,             0.00084184,             0.00084184
                     53,                 1.4361,                 1.3696,                 1.0748,                0.66505,                0.66671,                0.72901,                0.46873,                 1.3021,                 1.2598,                 1.0474,             0.00082533,             0.00082533,             0.00082533
                     54,                 1.4363,                 1.3721,                 1.0453,                0.65543,                0.75681,                0.78872,                0.49319,                 1.3032,                  1.253,                 1.0417,             0.00080883,             0.00080883,             0.00080883
                     55,                 1.4045,                 1.3515,                 1.0573,                0.71553,                0.73372,                0.80402,                0.53116,                  1.246,                 1.2698,                 1.0341,             0.00079233,             0.00079233,             0.00079233
                     56,                 1.4016,                 1.3144,                 1.0336,                0.78464,                0.73187,                0.80506,                 0.5216,                 1.2975,                 1.2344,                 1.0491,             0.00077582,             0.00077582,             0.00077582
                     57,                  1.437,                  1.311,                 1.0306,                0.79699,                0.70161,                0.79248,                0.53277,                  1.263,                 1.1924,                 1.0392,             0.00075932,             0.00075932,             0.00075932
                     58,                 1.4183,                 1.2539,                 1.0516,                0.74824,                0.68768,                0.78656,                0.43256,                 1.5448,                 1.3055,                  1.108,             0.00074282,             0.00074282,             0.00074282
                     59,                 1.4262,                 1.2436,                  1.029,                0.76592,                0.68053,                0.79646,                0.53864,                 1.2429,                 1.1604,                 1.0187,             0.00072631,             0.00072631,             0.00072631
                     60,                 1.3884,                 1.2655,                 1.0474,                0.69655,                0.66231,                0.76924,                0.50886,                 1.2683,                 1.1683,                 1.0273,             0.00070981,             0.00070981,             0.00070981
                     61,                  1.404,                 1.2345,                 1.0564,                0.65906,                0.74969,                0.78275,                0.45614,                 1.4483,                  1.225,                 1.0777,             0.00069331,             0.00069331,             0.00069331
                     62,                 1.3984,                 1.2249,                 1.0337,                0.67495,                0.68075,                0.74153,                0.47826,                  1.348,                  1.338,                 1.0777,              0.0006768,              0.0006768,              0.0006768
                     63,                 1.3351,                 1.2026,                 1.0376,                0.73479,                 0.7058,                0.77677,                0.47388,                 1.4064,                 1.2872,                 1.0838,              0.0006603,              0.0006603,              0.0006603
                     64,                 1.4139,                 1.3006,                 1.0604,                0.75362,                0.73249,                0.81288,                0.56182,                 1.1738,                   1.16,                 1.0104,              0.0006438,              0.0006438,              0.0006438
                     65,                   1.32,                 1.2014,                 1.0287,                0.80274,                0.75429,                0.83692,                0.56978,                 1.2073,                  1.088,                  1.008,             0.00062729,             0.00062729,             0.00062729
                     66,                 1.3708,                 1.3248,                 1.0504,                0.81398,                0.69272,                0.82905,                 0.5339,                  1.299,                 1.1475,                 1.0405,             0.00061079,             0.00061079,             0.00061079
                     67,                 1.3907,                  1.255,                 1.0479,                0.76851,                0.72682,                0.82494,                0.50298,                  1.383,                 1.1864,                 1.0619,             0.00059429,             0.00059429,             0.00059429
                     68,                 1.3592,                 1.2187,                 1.0142,                0.69801,                0.78269,                0.80004,                0.55091,                 1.1893,                 1.1286,                0.99297,             0.00057778,             0.00057778,             0.00057778
                     69,                 1.3527,                 1.1812,                 1.0066,                0.77282,                0.76379,                0.81198,                 0.5488,                 1.2263,                 1.1234,                 0.9985,             0.00056128,             0.00056128,             0.00056128
                     70,                 1.2748,                 1.1431,                 1.0262,                0.79721,                0.79172,                0.84782,                 0.5992,                 1.1575,                 1.0307,                0.98724,             0.00054478,             0.00054478,             0.00054478
                     71,                 1.2921,                 1.1505,                  1.003,                0.81705,                 0.7237,                 0.8427,                0.58119,                 1.1766,                 1.0498,                0.99537,             0.00052827,             0.00052827,             0.00052827
                     72,                 1.3067,                 1.1379,                 1.0148,                0.73994,                0.70543,                0.79037,                0.47369,                 1.4383,                 1.2732,                 1.0853,             0.00051177,             0.00051177,             0.00051177
                     73,                 1.3443,                 1.1162,                 1.0268,                0.76271,                0.65381,                0.76763,                0.47524,                 1.4244,                 1.3057,                 1.0813,             0.00049527,             0.00049527,             0.00049527
                     74,                 1.3236,                 1.1147,                  1.004,                0.85502,                0.72841,                0.83793,                0.58246,                  1.185,                 1.0385,                0.99992,             0.00047876,             0.00047876,             0.00047876
                     75,                 1.2677,                 1.1204,                0.99825,                0.77779,                0.78864,                0.85563,                0.60275,                 1.1475,                  1.003,                0.98964,             0.00046226,             0.00046226,             0.00046226
                     76,                 1.2907,                 1.0973,                 1.0047,                0.84625,                0.81065,                0.85819,                0.59463,                 1.1632,                0.99369,                0.99343,             0.00044576,             0.00044576,             0.00044576
                     77,                 1.2955,                 1.1214,                  1.008,                0.84915,                 0.7955,                0.85917,                0.60869,                 1.1471,                 1.0154,                0.99736,             0.00042925,             0.00042925,             0.00042925
                     78,                 1.2252,                 1.1026,                0.99942,                0.73373,                0.72772,                 0.8434,                0.59295,                 1.1554,                 1.1227,                  1.001,             0.00041275,             0.00041275,             0.00041275
                     79,                 1.2452,                  1.118,                0.98926,                 0.8281,                0.77896,                0.85251,                0.60883,                   1.13,                 1.0012,                0.98984,             0.00039625,             0.00039625,             0.00039625
                     80,                 1.2763,                 1.0432,                 1.0331,                 0.7668,                0.79711,                0.83382,                0.58336,                 1.1459,                 1.0013,                0.98589,             0.00037974,             0.00037974,             0.00037974
                     81,                 1.2751,                 1.1143,                 1.0154,                0.79063,                0.78107,                0.83971,                0.57093,                 1.1762,                0.99849,                0.98816,             0.00036324,             0.00036324,             0.00036324
                     82,                 1.2742,                 1.0919,                 1.0028,                0.79826,                0.81586,                0.84834,                0.58753,                 1.1543,                0.98236,                 0.9855,             0.00034674,             0.00034674,             0.00034674
                     83,                 1.2505,                 1.0749,                 1.0055,                0.82709,                0.78819,                0.85458,                0.59183,                 1.1595,                0.98368,                0.98765,             0.00033023,             0.00033023,             0.00033023
                     84,                 1.2577,                 1.1144,                 1.0029,                0.78931,                0.79316,                0.85378,                0.58055,                 1.1969,                0.99934,                0.99557,             0.00031373,             0.00031373,             0.00031373
                     85,                 1.2387,                 1.0427,                0.98903,                 0.8178,                  0.804,                0.86231,                0.59705,                 1.1673,                0.97251,                0.98237,             0.00029723,             0.00029723,             0.00029723
                     86,                 1.1945,                  1.059,                0.98126,                0.85969,                0.82688,                0.86937,                0.58865,                 1.2253,                0.94705,                0.99608,             0.00028072,             0.00028072,             0.00028072
                     87,                 1.2838,                 1.0686,                  1.003,                0.88544,                0.80373,                0.86683,                0.59887,                 1.1446,                0.93902,                0.97982,             0.00026422,             0.00026422,             0.00026422
                     88,                 1.2552,                 1.0644,                0.99771,                   0.82,                0.78521,                0.86469,                0.60751,                 1.1194,                0.95842,                0.97404,             0.00024772,             0.00024772,             0.00024772
                     89,                 1.2606,                 1.0728,                 1.0375,                0.85436,                0.76377,                0.86229,                0.60897,                 1.1206,                0.96792,                0.97619,             0.00023121,             0.00023121,             0.00023121
                     90,                   1.23,                 1.0122,                  1.015,                0.86123,                0.77865,                0.86476,                 0.6197,                 1.1108,                0.95814,                0.97435,             0.00021471,             0.00021471,             0.00021471
                     91,                 1.1916,                 1.2191,                0.99815,                0.88497,                0.80152,                0.87114,                0.61882,                 1.1029,                0.94183,                0.97293,             0.00019821,             0.00019821,             0.00019821
                     92,                 1.1567,                 1.1156,                0.98941,                 0.8747,                0.78809,                0.86859,                0.62694,                 1.0894,                0.96075,                0.96811,              0.0001817,              0.0001817,              0.0001817
                     93,                 1.1635,                 1.1347,                 0.9909,                0.85648,                0.72064,                 0.8667,                0.60848,                 1.1278,                 1.0152,                0.96972,              0.0001652,              0.0001652,              0.0001652
                     94,                 1.1626,                 1.1856,                0.97396,                  0.842,                0.73761,                0.86365,                0.59114,                 1.1739,                 1.0236,                0.97752,              0.0001487,              0.0001487,              0.0001487
                     95,                 1.2064,                 1.1313,                  1.027,                0.80286,                0.74938,                0.86108,                0.60783,                 1.1335,                 1.0095,                0.96727,             0.00013219,             0.00013219,             0.00013219
                     96,                 1.1637,                 1.0679,                0.99825,                0.82094,                0.75903,                 0.8595,                0.61897,                 1.1059,                0.99477,                0.96122,             0.00011569,             0.00011569,             0.00011569
                     97,                 1.1548,                 1.0211,                 0.9953,                0.80633,                0.74807,                0.85363,                0.61634,                 1.0903,                 1.0121,                0.95585,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     98,                 1.1883,                 1.0598,                 1.0044,                0.78873,                0.76071,                0.84976,                0.61008,                 1.0948,                 1.0233,                0.95596,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     99,                 1.2026,                 1.0878,                0.99789,                0.78402,                0.76987,                0.85091,                0.60979,                 1.0969,                  1.003,                0.95572,              6.618e-05,              6.618e-05,              6.618e-05
                    100,                 1.1317,                 1.0555,                0.98149,                0.81345,                0.77971,                0.85981,                0.62219,                 1.0879,                0.95585,                0.95368,             4.9677e-05,             4.9677e-05,             4.9677e-05
